sales_date;order_id;customer_name;product_name;category;price;quantity;discount;total;shipping_fee;total_sales;status;shipping_address
2025-09-15;ORD01041;Customer_99;Meja;Ruang Kerja;1250000;1;0;1250000;50000;1300000;completed;Kelurahan 150, Bogor
2025-01-26;ORD01042;Customer_927;Kursi;Ruang Makan;650000;3;0;1950000;60000;2010000;completed;Kelurahan 21, Tangerang Selatan
2025-07-30;ORD01043;Customer_1332;Rak Sepatu;Penyimpanan;650000;3;0;1950000;60000;2010000;completed;Kelurahan 24, Tangerang Selatan
2025-12-02;ORD01044;Customer_1085;Meja Makan;Ruang Makan;3200000;2;0;6400000;60000;6460000;completed;Kelurahan 107, Jakarta Selatan
2025-03-06;ORD01045;Customer_94;Lemari TV;Ruang Tamu;2300000;2;0;4600000;60000;4660000;completed;Kelurahan 55, Jakarta Timur
2025-09-16;ORD01046;Customer_963;Meja Makan;Ruang Makan;3200000;1;0;3200000;50000;3250000;refund;Kelurahan 121, Bekasi
2025-04-29;ORD01047;Customer_2437;Kitchen Set;Dapur;9500000;1;0;9500000;60000;9560000;completed;Kelurahan 86, Jakarta Barat
2025-10-03;ORD01048;Customer_872;Lemari Baju;Kamar Tidur;3500000;1;0;3500000;60000;3560000;completed;Kelurahan 196, Jakarta Pusat
2025-07-12;ORD01049;Customer_2887;Bufet;Ruang Tamu;3250000;3;0;9750000;50000;9800000;completed;Kelurahan 145, Depok
2025-06-15;ORD01050;Customer_2309;Rak Meja;Ruang Kerja;750000;2;0;1500000;60000;1560000;completed;Kelurahan 44, Jakarta Pusat
2025-09-18;ORD01051;Customer_533;Lemari Laci;Kamar Tidur;1950000;1;0;1950000;60000;2010000;completed;Kelurahan 67, Jakarta Timur
2025-10-30;ORD01052;Customer_2126;Lemari Sliding;Kamar Tidur;4750000;3;0;14250000;60000;14310000;completed;Kelurahan 91, Jakarta Selatan
2025-03-18;ORD01053;Customer_563;Nakas;Kamar Tidur;1000000;3;0;3000000;60000;3060000;completed;Kelurahan 84, Jakarta Selatan
2025-10-13;ORD01054;Customer_2747;Kursi Bar;Ruang Makan;1295000;2;0;2590000;60000;2650000;completed;Kelurahan 184, Jakarta Utara
2025-04-02;ORD01055;Customer_700;Sofa;Ruang Tamu;4500000;1;0;4500000;60000;4560000;completed;Kelurahan 54, Tangerang Selatan
2025-12-15;ORD01056;Customer_174;Sofa;Ruang Tamu;4500000;3;0;13500000;60000;13560000;completed;Kelurahan 153, Jakarta Pusat
2025-11-01;ORD01057;Customer_2776;Kitchen Set;Dapur;9500000;3;0;28500000;60000;28560000;completed;Kelurahan 105, Jakarta Timur
2025-06-06;ORD01058;Customer_1983;Lemari Baju;Kamar Tidur;3500000;1;0,1;3150000;60000;3210000;completed;Kelurahan 12, Jakarta Pusat
2025-07-27;ORD01059;Customer_1615;Rak Buku;Penyimpanan;1100000;3;0;3300000;60000;3360000;completed;Kelurahan 78, Jakarta Utara
2025-03-30;ORD01060;Customer_2243;Lemari Baju;Kamar Tidur;3500000;2;0;7000000;60000;7060000;completed;Kelurahan 25, Jakarta Timur
2025-07-15;ORD01061;Customer_126;Rak Meja;Ruang Kerja;750000;2;0;1500000;60000;1560000;completed;Kelurahan 46, Jakarta Timur
2025-07-01;ORD01062;Customer_1544;Lemari Sliding;Kamar Tidur;4750000;1;0;4750000;60000;4810000;completed;Kelurahan 8, Tangerang
2025-12-13;ORD01063;Customer_2746;Meja Kopi;Ruang Tamu;1800000;2;0;3600000;50000;3650000;completed;Kelurahan 181, Bekasi
2025-01-30;ORD01064;Customer_1084;Nakas;Kamar Tidur;1000000;2;0;2000000;60000;2060000;completed;Kelurahan 79, Tangerang Selatan
2025-11-23;ORD01065;Customer_1047;Lemari TV;Ruang Tamu;2300000;1;0;2300000;60000;2360000;completed;Kelurahan 149, Jakarta Selatan
2025-10-19;ORD01066;Customer_2591;Meja Kopi;Ruang Tamu;1800000;2;0;3600000;60000;3660000;completed;Kelurahan 161, Jakarta Pusat
2025-10-04;ORD01067;Customer_3146;Kursi;Ruang Makan;650000;1;0;650000;60000;710000;completed;Kelurahan 109, Jakarta Utara
2025-09-20;ORD01068;Customer_2410;Kasur;Kamar Tidur;5500000;2;0;11000000;60000;11060000;completed;Kelurahan 183, Tangerang
2025-01-26;ORD01069;Customer_2964;Lemari Baju;Kamar Tidur;3500000;3;0;10500000;60000;10560000;completed;Kelurahan 5, Tangerang
2025-12-18;ORD01070;Customer_1877;Rak Sepatu;Penyimpanan;650000;1;0;650000;60000;710000;completed;Kelurahan 62, Jakarta Utara
2025-03-26;ORD01071;Customer_319;Kasur;Kamar Tidur;5500000;3;0;16500000;60000;16560000;cancelled;Kelurahan 198, Jakarta Timur
2025-01-29;ORD01072;Customer_2477;Kursi Bar;Ruang Makan;1295000;3;0;3885000;60000;3945000;completed;Kelurahan 8, Jakarta Timur
2025-09-27;ORD01073;Customer_473;Bufet;Ruang Tamu;3250000;2;0;6500000;60000;6560000;completed;Kelurahan 47, Tangerang
2025-08-23;ORD01074;Customer_1716;Meja Rias;Kamar Tidur;1750000;3;0;5250000;60000;5310000;completed;Kelurahan 62, Jakarta Timur
2025-02-10;ORD01075;Customer_2114;Nakas;Kamar Tidur;1000000;1;0;1000000;60000;1060000;completed;Kelurahan 46, Jakarta Utara
2025-02-20;ORD01076;Customer_3200;Lemari Baju;Kamar Tidur;3500000;1;0;3500000;60000;3560000;completed;Kelurahan 170, Tangerang Selatan
2025-10-02;ORD01077;Customer_327;Kursi;Ruang Makan;650000;2;0;1300000;60000;1360000;completed;Kelurahan 53, Jakarta Utara
2025-12-10;ORD01078;Customer_3282;Bufet;Ruang Tamu;3250000;2;0;6500000;60000;6560000;completed;Kelurahan 17, Jakarta Barat
2025-05-09;ORD01079;Customer_1051;Kursi Bar;Ruang Makan;1295000;3;0;3885000;60000;3945000;completed;Kelurahan 52, Tangerang Selatan
2025-04-29;ORD01080;Customer_2901;Kursi;Ruang Makan;650000;1;0;650000;60000;710000;completed;Kelurahan 38, Tangerang Selatan
2025-06-18;ORD01081;Customer_1741;Lemari Sliding;Kamar Tidur;4750000;3;0;14250000;60000;14310000;completed;Kelurahan 138, Jakarta Pusat
2025-04-21;ORD01082;Customer_249;Rak Buku;Penyimpanan;1100000;3;0;3300000;50000;3350000;completed;Kelurahan 137, Bekasi
2025-11-24;ORD01083;Customer_1082;Kitchen Set;Dapur;9500000;3;0;28500000;60000;28560000;completed;Kelurahan 88, Jakarta Utara
2025-08-19;ORD01084;Customer_900;Rak Buku;Penyimpanan;1100000;2;0;2200000;60000;2260000;completed;Kelurahan 96, Jakarta Selatan
2025-11-21;ORD01085;Customer_609;Rak Sepatu;Penyimpanan;650000;2;0;1300000;60000;1360000;completed;Kelurahan 113, Jakarta Timur
2025-10-01;ORD01086;Customer_2772;Rak Sepatu;Penyimpanan;650000;2;0;1300000;50000;1350000;completed;Kelurahan 157, Depok
2025-07-18;ORD01087;Customer_2667;Rak Meja;Ruang Kerja;750000;2;0;1500000;60000;1560000;completed;Kelurahan 57, Jakarta Utara
2025-02-19;ORD01088;Customer_1887;Lemari Sudut;Ruang Tamu;2750000;1;0;2750000;50000;2800000;completed;Kelurahan 35, Bekasi
2025-08-24;ORD01089;Customer_1649;Kasur;Kamar Tidur;5500000;3;0;16500000;60000;16560000;completed;Kelurahan 67, Tangerang
2025-08-18;ORD01090;Customer_3245;Lemari Dapur;Dapur;1850000;2;0;3700000;60000;3760000;completed;Kelurahan 37, Tangerang Selatan
2025-07-28;ORD01091;Customer_123;Bufet;Ruang Tamu;3250000;1;0;3250000;60000;3310000;completed;Kelurahan 161, Jakarta Selatan
2025-01-03;ORD01092;Customer_121;Rak Meja;Ruang Kerja;750000;1;0;750000;50000;800000;completed;Kelurahan 75, Bogor
2025-11-26;ORD01093;Customer_2986;Kitchen Set;Dapur;9500000;2;0;19000000;60000;19060000;completed;Kelurahan 122, Jakarta Selatan
2025-12-24;ORD01094;Customer_1970;Lemari Dapur;Dapur;1850000;1;0;1850000;50000;1900000;completed;Kelurahan 28, Bogor
2025-05-02;ORD01095;Customer_1131;Meja;Ruang Kerja;1250000;2;0;2500000;60000;2560000;completed;Kelurahan 149, Tangerang Selatan
2025-10-01;ORD01096;Customer_370;Lemari Laci;Kamar Tidur;1950000;2;0;3900000;60000;3960000;completed;Kelurahan 68, Jakarta Utara
2025-09-16;ORD01097;Customer_897;Meja Makan;Ruang Makan;3200000;3;0;9600000;60000;9660000;cancelled;Kelurahan 175, Jakarta Utara
2025-04-08;ORD01098;Customer_2711;Sofa;Ruang Tamu;4500000;3;0;13500000;60000;13560000;completed;Kelurahan 84, Tangerang
2025-01-20;ORD01099;Customer_273;Meja Rias;Kamar Tidur;1750000;3;0;5250000;60000;5310000;completed;Kelurahan 111, Jakarta Selatan
2025-03-13;ORD01100;Customer_2151;Meja;Ruang Kerja;1250000;1;0;1250000;60000;1310000;completed;Kelurahan 183, Tangerang
2025-03-01;ORD01101;Customer_1469;Rak Meja;Ruang Kerja;750000;2;0;1500000;50000;1550000;completed;Kelurahan 167, Bogor
2025-10-22;ORD01102;Customer_2121;Lemari Laci;Kamar Tidur;1950000;2;0;3900000;60000;3960000;completed;Kelurahan 81, Jakarta Barat
2025-05-12;ORD01103;Customer_963;Kursi;Ruang Makan;650000;1;0;650000;50000;700000;completed;Kelurahan 192, Bekasi
2025-08-31;ORD01104;Customer_2996;Kasur;Kamar Tidur;5500000;2;0;11000000;60000;11060000;cancelled;Kelurahan 126, Tangerang
2025-03-15;ORD01105;Customer_1771;Kasur;Kamar Tidur;5500000;2;0;11000000;60000;11060000;completed;Kelurahan 58, Jakarta Barat
2025-01-29;ORD01106;Customer_554;Lemari Baju;Kamar Tidur;3500000;1;0;3500000;50000;3550000;cancelled;Kelurahan 191, Depok
2025-11-27;ORD01107;Customer_1821;Bufet;Ruang Tamu;3250000;3;0;9750000;60000;9810000;completed;Kelurahan 120, Jakarta Selatan
2025-03-14;ORD01108;Customer_715;Kursi;Ruang Makan;650000;3;0;1950000;60000;2010000;completed;Kelurahan 35, Jakarta Barat
2025-06-18;ORD01109;Customer_2665;Kitchen Set;Dapur;9500000;3;0;28500000;60000;28560000;completed;Kelurahan 114, Jakarta Utara
2025-05-08;ORD01110;Customer_3487;Rak Buku;Penyimpanan;1100000;1;0;1100000;60000;1160000;completed;Kelurahan 37, Jakarta Timur
2025-09-22;ORD01111;Customer_2255;Kitchen Set;Dapur;9500000;3;0;28500000;50000;28550000;completed;Kelurahan 69, Bogor
2025-09-15;ORD01112;Customer_2286;Meja Rias;Kamar Tidur;1750000;3;0;5250000;60000;5310000;refund;Kelurahan 166, Jakarta Barat
2025-09-28;ORD01113;Customer_2343;Rak Meja;Ruang Kerja;750000;2;0;1500000;50000;1550000;completed;Kelurahan 42, Bekasi
2025-01-30;ORD01114;Customer_601;Lemari TV;Ruang Tamu;2300000;3;0;6900000;60000;6960000;completed;Kelurahan 59, Jakarta Barat
2025-09-07;ORD01115;Customer_2324;Sofa;Ruang Tamu;4500000;2;0;9000000;50000;9050000;cancelled;Kelurahan 14, Bogor
2025-06-14;ORD01116;Customer_2038;Meja Rias;Kamar Tidur;1750000;1;0;1750000;50000;1800000;cancelled;Kelurahan 51, Bogor
2025-09-18;ORD01117;Customer_1473;Meja;Ruang Kerja;1250000;3;0;3750000;60000;3810000;completed;Kelurahan 97, Jakarta Timur
2025-04-22;ORD01118;Customer_2308;Rak Buku;Penyimpanan;1100000;1;0;1100000;50000;1150000;completed;Kelurahan 82, Depok
2025-09-16;ORD01119;Customer_2292;Kursi;Ruang Makan;650000;2;0;1300000;50000;1350000;completed;Kelurahan 42, Bekasi
2025-12-29;ORD01120;Customer_2215;Nakas;Kamar Tidur;1000000;2;0;2000000;60000;2060000;completed;Kelurahan 13, Jakarta Selatan
2025-05-08;ORD01121;Customer_3016;Meja Rias;Kamar Tidur;1750000;2;0;3500000;60000;3560000;cancelled;Kelurahan 145, Jakarta Timur
2025-02-04;ORD01122;Customer_3467;Lemari Dapur;Dapur;1850000;1;0;1850000;60000;1910000;completed;Kelurahan 24, Jakarta Pusat
2025-10-22;ORD01123;Customer_3420;Nakas;Kamar Tidur;1000000;1;0;1000000;60000;1060000;refund;Kelurahan 105, Jakarta Barat
2025-05-15;ORD01124;Customer_2883;Rak Meja;Ruang Kerja;750000;1;0;750000;60000;810000;completed;Kelurahan 40, Tangerang
2025-02-10;ORD01125;Customer_2600;Lemari TV;Ruang Tamu;2300000;3;0;6900000;60000;6960000;refund;Kelurahan 139, Tangerang
2025-07-03;ORD01126;Customer_1653;Lemari Baju;Kamar Tidur;3500000;1;0;3500000;60000;3560000;completed;Kelurahan 83, Jakarta Timur
2025-01-12;ORD01127;Customer_300;Meja Kopi;Ruang Tamu;1800000;3;0;5400000;60000;5460000;completed;Kelurahan 178, Tangerang
2025-03-20;ORD01128;Customer_583;Kasur;Kamar Tidur;5500000;1;0;5500000;60000;5560000;completed;Kelurahan 12, Jakarta Utara
2025-05-18;ORD01129;Customer_2130;Kitchen Set;Dapur;9500000;1;0;9500000;50000;9550000;completed;Kelurahan 1, Bekasi
2025-02-13;ORD01130;Customer_1199;Meja Kopi;Ruang Tamu;1800000;2;0;3600000;50000;3650000;completed;Kelurahan 105, Bogor
2025-01-07;ORD01131;Customer_3298;Meja Rias;Kamar Tidur;1750000;3;0;5250000;60000;5310000;completed;Kelurahan 44, Tangerang
2025-11-25;ORD01132;Customer_3338;Kitchen Set;Dapur;9500000;1;0;9500000;60000;9560000;completed;Kelurahan 135, Tangerang
2025-02-02;ORD01133;Customer_2900;Kursi;Ruang Makan;650000;1;0,1;585000;60000;645000;completed;Kelurahan 105, Tangerang
2025-10-12;ORD01134;Customer_2396;Kursi;Ruang Makan;650000;3;0;1950000;60000;2010000;completed;Kelurahan 41, Jakarta Barat
2025-04-14;ORD01135;Customer_3060;Lemari Sudut;Ruang Tamu;2750000;1;0;2750000;60000;2810000;completed;Kelurahan 35, Tangerang Selatan
2025-09-25;ORD01136;Customer_2037;Lemari Sliding;Kamar Tidur;4750000;3;0;14250000;50000;14300000;completed;Kelurahan 18, Depok
2025-10-22;ORD01137;Customer_3364;Lemari Sudut;Ruang Tamu;2750000;2;0;5500000;60000;5560000;completed;Kelurahan 151, Jakarta Timur
2025-11-10;ORD01138;Customer_1929;Lemari Laci;Kamar Tidur;1950000;3;0;5850000;50000;5900000;completed;Kelurahan 117, Bekasi
2025-07-24;ORD01139;Customer_2337;Lemari TV;Ruang Tamu;2300000;3;0;6900000;60000;6960000;completed;Kelurahan 41, Tangerang Selatan
2025-04-23;ORD01140;Customer_20;Lemari TV;Ruang Tamu;2300000;2;0;4600000;60000;4660000;completed;Kelurahan 146, Tangerang Selatan
2025-06-21;ORD01141;Customer_2926;Nakas;Kamar Tidur;1000000;2;0;2000000;50000;2050000;completed;Kelurahan 125, Bekasi
2025-09-26;ORD01142;Customer_2084;Kursi;Ruang Makan;650000;3;0;1950000;60000;2010000;completed;Kelurahan 123, Tangerang Selatan
2025-11-08;ORD01143;Customer_3443;Nakas;Kamar Tidur;1000000;2;0;2000000;60000;2060000;completed;Kelurahan 103, Jakarta Pusat
2025-12-28;ORD01144;Customer_2413;Meja;Ruang Kerja;1250000;1;0;1250000;60000;1310000;completed;Kelurahan 195, Jakarta Utara
2025-06-02;ORD01145;Customer_3396;Rak Sepatu;Penyimpanan;650000;2;0;1300000;50000;1350000;cancelled;Kelurahan 1, Bogor
2025-01-15;ORD01146;Customer_2748;Rak Buku;Penyimpanan;1100000;1;0;1100000;60000;1160000;completed;Kelurahan 48, Jakarta Timur
2025-07-02;ORD01147;Customer_3028;Lemari TV;Ruang Tamu;2300000;2;0;4600000;50000;4650000;completed;Kelurahan 62, Bogor
2025-06-10;ORD01148;Customer_1236;Nakas;Kamar Tidur;1000000;2;0;2000000;60000;2060000;completed;Kelurahan 190, Tangerang
2025-10-18;ORD01149;Customer_1667;Sofa;Ruang Tamu;4500000;3;0;13500000;50000;13550000;completed;Kelurahan 179, Bogor
2025-04-25;ORD01150;Customer_1764;Kursi;Ruang Makan;650000;3;0;1950000;60000;2010000;completed;Kelurahan 166, Tangerang Selatan
2025-07-21;ORD01151;Customer_855;Nakas;Kamar Tidur;1000000;2;0;2000000;60000;2060000;completed;Kelurahan 75, Tangerang Selatan
2025-05-17;ORD01152;Customer_876;Lemari Dapur;Dapur;1850000;1;0;1850000;50000;1900000;completed;Kelurahan 114, Bogor
2025-07-28;ORD01153;Customer_2030;Sofa;Ruang Tamu;4500000;3;0;13500000;60000;13560000;completed;Kelurahan 137, Jakarta Pusat
2025-09-19;ORD01154;Customer_1632;Rak Buku;Penyimpanan;1100000;3;0;3300000;60000;3360000;completed;Kelurahan 155, Jakarta Pusat
2025-01-30;ORD01155;Customer_891;Kursi;Ruang Makan;650000;1;0;650000;60000;710000;completed;Kelurahan 189, Jakarta Barat
2025-05-29;ORD01156;Customer_1417;Sofa;Ruang Tamu;4500000;3;0;13500000;60000;13560000;refund;Kelurahan 60, Jakarta Barat
2025-10-16;ORD01157;Customer_3463;Nakas;Kamar Tidur;1000000;1;0;1000000;50000;1050000;completed;Kelurahan 135, Depok
2025-10-15;ORD01158;Customer_687;Lemari Laci;Kamar Tidur;1950000;2;0;3900000;60000;3960000;refund;Kelurahan 61, Jakarta Utara
2025-05-16;ORD01159;Customer_1976;Lemari Dapur;Dapur;1850000;1;0;1850000;60000;1910000;completed;Kelurahan 141, Tangerang Selatan
2025-07-14;ORD01160;Customer_1593;Meja Rias;Kamar Tidur;1750000;1;0;1750000;60000;1810000;completed;Kelurahan 43, Jakarta Utara
2025-09-06;ORD01161;Customer_2263;Meja Rias;Kamar Tidur;1750000;3;0;5250000;60000;5310000;completed;Kelurahan 156, Tangerang Selatan
2025-06-02;ORD01162;Customer_2369;Kursi Bar;Ruang Makan;1295000;3;0;3885000;50000;3935000;completed;Kelurahan 73, Bekasi
2025-12-30;ORD01163;Customer_2733;Lemari Sliding;Kamar Tidur;4750000;3;0;14250000;60000;14310000;completed;Kelurahan 115, Jakarta Selatan
2025-12-06;ORD01164;Customer_528;Lemari Sliding;Kamar Tidur;4750000;1;0;4750000;60000;4810000;completed;Kelurahan 184, Jakarta Pusat
2025-09-21;ORD01165;Customer_1152;Lemari Sudut;Ruang Tamu;2750000;3;0;8250000;60000;8310000;completed;Kelurahan 84, Jakarta Selatan
2025-07-31;ORD01166;Customer_60;Kasur;Kamar Tidur;5500000;3;0;16500000;50000;16550000;completed;Kelurahan 30, Bogor
2025-06-09;ORD01167;Customer_1758;Kursi;Ruang Makan;650000;1;0;650000;60000;710000;completed;Kelurahan 128, Tangerang
2025-11-20;ORD01168;Customer_809;Meja Kopi;Ruang Tamu;1800000;2;0;3600000;60000;3660000;completed;Kelurahan 11, Jakarta Selatan
2025-09-29;ORD01169;Customer_1813;Kitchen Set;Dapur;9500000;2;0;19000000;60000;19060000;completed;Kelurahan 196, Tangerang Selatan
2025-07-07;ORD01170;Customer_3490;Lemari Baju;Kamar Tidur;3500000;1;0,1;3150000;60000;3210000;completed;Kelurahan 177, Jakarta Utara
2025-04-16;ORD01171;Customer_2888;Kursi Bar;Ruang Makan;1295000;3;0;3885000;50000;3935000;completed;Kelurahan 70, Bogor
2025-07-16;ORD01172;Customer_2509;Lemari Baju;Kamar Tidur;3500000;3;0;10500000;60000;10560000;refund;Kelurahan 178, Jakarta Timur
2025-10-16;ORD01173;Customer_2553;Lemari Baju;Kamar Tidur;3500000;3;0;10500000;60000;10560000;completed;Kelurahan 130, Tangerang
2025-04-18;ORD01174;Customer_2778;Rak Sepatu;Penyimpanan;650000;2;0;1300000;50000;1350000;completed;Kelurahan 26, Bekasi
2025-07-30;ORD01175;Customer_2422;Lemari Dapur;Dapur;1850000;1;0;1850000;60000;1910000;completed;Kelurahan 159, Jakarta Timur
2025-03-29;ORD01176;Customer_2226;Nakas;Kamar Tidur;1000000;1;0;1000000;60000;1060000;refund;Kelurahan 187, Jakarta Utara
2025-06-05;ORD01177;Customer_388;Lemari Dapur;Dapur;1850000;1;0;1850000;50000;1900000;completed;Kelurahan 69, Depok
2025-12-29;ORD01178;Customer_328;Rak Sepatu;Penyimpanan;650000;2;0;1300000;60000;1360000;completed;Kelurahan 84, Jakarta Barat
2025-03-24;ORD01179;Customer_839;Sofa;Ruang Tamu;4500000;1;0;4500000;60000;4560000;completed;Kelurahan 24, Jakarta Timur
2025-10-06;ORD01180;Customer_2688;Lemari Dapur;Dapur;1850000;2;0;3700000;60000;3760000;completed;Kelurahan 158, Jakarta Barat
2025-01-18;ORD01181;Customer_2284;Lemari Baju;Kamar Tidur;3500000;3;0;10500000;60000;10560000;completed;Kelurahan 102, Jakarta Utara
2025-01-27;ORD01182;Customer_510;Sofa;Ruang Tamu;4500000;2;0;9000000;60000;9060000;completed;Kelurahan 36, Tangerang
2025-03-12;ORD01183;Customer_279;Kursi;Ruang Makan;650000;3;0;1950000;60000;2010000;completed;Kelurahan 186, Jakarta Utara
2025-02-05;ORD01184;Customer_511;Lemari Laci;Kamar Tidur;1950000;1;0;1950000;50000;2000000;completed;Kelurahan 158, Bogor
2025-09-26;ORD01185;Customer_2426;Lemari TV;Ruang Tamu;2300000;3;0;6900000;60000;6960000;completed;Kelurahan 48, Jakarta Utara
2025-07-25;ORD01186;Customer_1384;Lemari TV;Ruang Tamu;2300000;1;0;2300000;50000;2350000;completed;Kelurahan 139, Bekasi
2025-11-08;ORD01187;Customer_1189;Meja Makan;Ruang Makan;3200000;2;0;6400000;60000;6460000;completed;Kelurahan 15, Tangerang Selatan
2025-06-29;ORD01188;Customer_2672;Kursi Bar;Ruang Makan;1295000;3;0;3885000;60000;3945000;cancelled;Kelurahan 31, Tangerang Selatan
2025-04-01;ORD01189;Customer_1224;Rak Sepatu;Penyimpanan;650000;1;0;650000;50000;700000;completed;Kelurahan 189, Depok
2025-09-07;ORD01190;Customer_876;Lemari Sudut;Ruang Tamu;2750000;2;0;5500000;60000;5560000;completed;Kelurahan 107, Jakarta Utara
2025-09-06;ORD01191;Customer_2740;Kursi;Ruang Makan;650000;3;0;1950000;60000;2010000;completed;Kelurahan 109, Jakarta Pusat
2025-05-02;ORD01192;Customer_351;Nakas;Kamar Tidur;1000000;1;0;1000000;60000;1060000;completed;Kelurahan 107, Jakarta Timur
2025-01-04;ORD01193;Customer_2154;Kursi Bar;Ruang Makan;1295000;1;0;1295000;60000;1355000;completed;Kelurahan 196, Tangerang Selatan
2025-03-18;ORD01194;Customer_2689;Meja;Ruang Kerja;1250000;1;0;1250000;60000;1310000;completed;Kelurahan 126, Jakarta Pusat
2025-02-20;ORD01195;Customer_1147;Rak Meja;Ruang Kerja;750000;1;0;750000;60000;810000;completed;Kelurahan 66, Jakarta Selatan
2025-12-19;ORD01196;Customer_3451;Lemari TV;Ruang Tamu;2300000;2;0;4600000;60000;4660000;completed;Kelurahan 34, Jakarta Barat
2025-05-27;ORD01197;Customer_71;Kursi;Ruang Makan;650000;2;0;1300000;60000;1360000;completed;Kelurahan 154, Jakarta Utara
2025-10-15;ORD01198;Customer_825;Lemari Dapur;Dapur;1850000;3;0;5550000;60000;5610000;refund;Kelurahan 156, Jakarta Utara
2025-08-08;ORD01199;Customer_151;Lemari TV;Ruang Tamu;2300000;2;0,1;4140000;60000;4200000;completed;Kelurahan 19, Jakarta Pusat
2025-10-14;ORD01200;Customer_313;Lemari Sudut;Ruang Tamu;2750000;2;0;5500000;60000;5560000;refund;Kelurahan 109, Tangerang Selatan
2025-08-20;ORD01201;Customer_1450;Kursi;Ruang Makan;650000;3;0;1950000;50000;2000000;completed;Kelurahan 17, Bekasi
2025-03-11;ORD01202;Customer_1151;Lemari Sliding;Kamar Tidur;4750000;3;0;14250000;50000;14300000;completed;Kelurahan 64, Bekasi
2025-04-16;ORD01203;Customer_2582;Meja Makan;Ruang Makan;3200000;3;0;9600000;60000;9660000;completed;Kelurahan 151, Jakarta Barat
2025-03-21;ORD01204;Customer_1596;Kursi Bar;Ruang Makan;1295000;2;0;2590000;60000;2650000;completed;Kelurahan 173, Jakarta Selatan
2025-12-13;ORD01205;Customer_1002;Meja Makan;Ruang Makan;3200000;2;0;6400000;60000;6460000;completed;Kelurahan 148, Jakarta Timur
2025-11-15;ORD01206;Customer_3116;Lemari Sliding;Kamar Tidur;4750000;2;0;9500000;60000;9560000;completed;Kelurahan 33, Tangerang Selatan
2025-03-29;ORD01207;Customer_3225;Bufet;Ruang Tamu;3250000;2;0;6500000;60000;6560000;completed;Kelurahan 7, Jakarta Selatan
2025-10-11;ORD01208;Customer_2988;Lemari Dapur;Dapur;1850000;1;0;1850000;60000;1910000;completed;Kelurahan 127, Jakarta Timur
2025-12-30;ORD01209;Customer_2960;Rak Buku;Penyimpanan;1100000;2;0;2200000;60000;2260000;completed;Kelurahan 199, Tangerang
2025-04-08;ORD01210;Customer_653;Kursi;Ruang Makan;650000;1;0;650000;60000;710000;completed;Kelurahan 59, Jakarta Timur
2025-04-05;ORD01211;Customer_394;Rak Sepatu;Penyimpanan;650000;3;0;1950000;50000;2000000;completed;Kelurahan 60, Depok
2025-10-27;ORD01212;Customer_2405;Lemari Sliding;Kamar Tidur;4750000;2;0;9500000;60000;9560000;completed;Kelurahan 82, Jakarta Pusat
2025-07-22;ORD01213;Customer_3381;Nakas;Kamar Tidur;1000000;3;0;3000000;60000;3060000;completed;Kelurahan 48, Jakarta Barat
2025-05-21;ORD01214;Customer_2092;Lemari Dapur;Dapur;1850000;1;0;1850000;60000;1910000;completed;Kelurahan 139, Jakarta Utara
2025-09-09;ORD01215;Customer_2051;Rak Buku;Penyimpanan;1100000;3;0,1;2970000;60000;3030000;cancelled;Kelurahan 165, Jakarta Pusat
2025-02-15;ORD01216;Customer_2050;Rak Sepatu;Penyimpanan;650000;2;0;1300000;60000;1360000;completed;Kelurahan 13, Tangerang Selatan
2025-04-01;ORD01217;Customer_3454;Lemari Sudut;Ruang Tamu;2750000;3;0;8250000;50000;8300000;completed;Kelurahan 194, Bekasi
2025-04-01;ORD01218;Customer_2395;Lemari Dapur;Dapur;1850000;1;0;1850000;50000;1900000;completed;Kelurahan 178, Bogor
2025-07-31;ORD01219;Customer_2811;Lemari Laci;Kamar Tidur;1950000;1;0;1950000;60000;2010000;completed;Kelurahan 164, Jakarta Utara
2025-06-07;ORD01220;Customer_2436;Meja;Ruang Kerja;1250000;2;0;2500000;60000;2560000;completed;Kelurahan 185, Jakarta Pusat
2025-06-08;ORD01221;Customer_1433;Nakas;Kamar Tidur;1000000;1;0;1000000;60000;1060000;completed;Kelurahan 105, Jakarta Timur
2025-03-31;ORD01222;Customer_557;Rak Meja;Ruang Kerja;750000;3;0;2250000;60000;2310000;completed;Kelurahan 106, Jakarta Selatan
2025-11-10;ORD01223;Customer_2955;Kursi;Ruang Makan;650000;2;0;1300000;60000;1360000;completed;Kelurahan 116, Tangerang
2025-12-08;ORD01224;Customer_3377;Rak Buku;Penyimpanan;1100000;3;0;3300000;50000;3350000;completed;Kelurahan 107, Bogor
2025-04-25;ORD01225;Customer_1852;Lemari Sudut;Ruang Tamu;2750000;1;0;2750000;60000;2810000;completed;Kelurahan 198, Jakarta Utara
2025-11-26;ORD01226;Customer_1553;Lemari Laci;Kamar Tidur;1950000;3;0;5850000;60000;5910000;completed;Kelurahan 142, Jakarta Barat
2025-01-04;ORD01227;Customer_183;Lemari Laci;Kamar Tidur;1950000;1;0;1950000;60000;2010000;completed;Kelurahan 178, Jakarta Selatan
2025-09-22;ORD01228;Customer_1226;Lemari Laci;Kamar Tidur;1950000;1;0;1950000;60000;2010000;completed;Kelurahan 3, Jakarta Pusat
